Sales,Quantity,Profit,Discount,Ship Mode
10.368,2,3.6288,0.2,Standard Class
721.875,6,-420,0.45,Standard Class
73.568,4,-16.5528,0.2,Standard Class
13.584,1,1.3584,0.2,Standard Class
64.784,1,-12.147,0.2,Standard Class
15.57,3,-11.937,0.7,First Class
390.368,2,48.796,0.2,Standard Class
101.52,5,19.035,0.2,Standard Class
88.92,5,14.4495,0.2,First Class
29.36,2,13.5056,0,Second Class
214.9,5,62.321,0,Second Class
15.92,4,7.4824,0,Second Class
146.45,5,48.3285,0,Second Class
15.14,1,0.6056,0,Second Class
5.76,2,2.6496,0,Second Class
1399.98,2,629.991,0,Second Class
196.784,2,-22.1382,0.2,Standard Class
231.92,5,5.798,0.2,Standard Class
1207.84,8,314.0384,0,Second Class
12.53,1,5.8891,0,Second Class
34.58,1,10.0282,0,Second Class
300.98,1,87.2842,0,Second Class
258.75,3,77.625,0,Second Class
15.92,5,2.786,0.2,Standard Class
179.94,3,50.3832,0,First Class
872.94,3,157.1292,0,First Class
12.96,2,6.2208,0,First Class
77.952,3,15.5904,0.2,Second Class
147.184,2,-29.4368,0.2,Second Class
47.952,3,16.1838,0.2,Second Class
12.672,9,1.4256,0.2,First Class
268.24,7,93.884,0.2,Standard Class
431.16,5,107.79,0.2,Standard Class
26.72,5,9.352,0.2,Standard Class
320.64,4,89.7792,0,Standard Class
52,4,23.4,0,Standard Class
24,2,-2.7,0.2,Standard Class
272.048,7,30.6054,0.2,Standard Class
1614.582,6,-1237.8462,0.7,Standard Class
24.32,5,9.12,0.2,Standard Class
1.584,2,0.4752,0.2,Standard Class
31.984,1,0,0.2,Standard Class
14.76,5,4.797,0.2,Standard Class
423.648,2,47.6604,0.2,Standard Class
383.96,5,38.396,0.2,Standard Class
15.57,3,-11.418,0.7,Standard Class
81.36,5,-19.323,0.2,Second Class
20.232,8,-16.1856,0.7,Second Class
389.056,4,48.632,0.2,Second Class
20.736,4,7.2576,0.2,Second Class
41.472,8,14.5152,0.2,Second Class
41.91,3,10.8966,0,Standard Class
16.272,3,5.2884,0.2,Second Class
28.08,3,5.265,0.2,Standard Class
49.12,4,23.0864,0,Standard Class
89.568,4,-1.1196,0.2,Standard Class
71.96,5,7.196,0.2,Standard Class
15.552,3,5.4432,0.2,Standard Class
81.568,2,7.1372,0.2,Standard Class
3.328,2,0.416,0.2,Standard Class
933.262,4,-458.1468,0.45,Standard Class
2803.92,5,0,0.2,Standard Class
4.768,2,-0.7748,0.2,Same Day
6.672,1,2.502,0.2,Same Day
4.448,2,1.112,0.2,Same Day
43.936,4,6.0412,0.2,Same Day
675.06,3,87.7578,0,Standard Class
65.232,3,22.0158,0.2,First Class
207,3,25.875,0.2,First Class
62.72,4,24.4608,0,Standard Class
2939.93,7,764.3818,0,Standard Class
1.752,1,0.1533,0.2,Standard Class
20.992,8,2.3616,0.2,Standard Class
61.68,5,5.397,0.2,First Class
158.376,3,13.8579,0.2,First Class
751.984,2,84.5982,0.2,Standard Class
64.384,1,8.048,0.2,Standard Class
387.136,4,-14.5176,0.2,Standard Class
45.408,2,11.9196,0.2,Standard Class
77.952,3,-11.6928,0.2,Standard Class
3,1,1.05,0.2,Standard Class
20.736,4,7.2576,0.2,Standard Class
239.92,8,23.992,0,Standard Class
4.842,3,-3.5508,0.7,Standard Class
220.704,6,-8.2764,0.2,Standard Class
14.336,4,0.896,0.2,Second Class
191.976,3,38.3952,0.2,Standard Class
499.168,4,31.198,0.2,Standard Class
20.768,2,2.3364,0.2,Standard Class
723.92,5,-81.441,0.2,Standard Class
239.976,3,26.9973,0.2,Standard Class
31.168,4,9.3504,0.2,Standard Class
120.96,2,-28.224,0.4,Standard Class
2239.936,8,223.9936,0.2,Standard Class
76.608,8,6.7032,0.2,Standard Class
142.776,1,17.847,0.2,Standard Class
91.36,5,29.692,0.2,Standard Class
8.1,5,-5.94,0.7,Standard Class
942.784,4,94.2784,0.2,First Class
74.352,3,23.235,0.2,First Class
4.608,2,1.6704,0.2,Standard Class
698.352,3,52.3764,0.2,Standard Class
77.728,2,-3.8864,0.2,Standard Class
959.984,2,311.9948,0.2,Standard Class
4.086,2,-2.9964,0.7,Standard Class
55.984,2,4.1988,0.2,Standard Class
10.688,2,3.7408,0.2,Standard Class
15.51,1,3.8775,0,Standard Class
89.9,2,25.172,0,Standard Class
14.28,4,3.7128,0,Standard Class
12.72,3,4.9608,0,Standard Class
15.75,5,7.56,0,Standard Class
35.96,1,3.596,0.2,Standard Class
15.984,2,1.3986,0.2,Standard Class
14.352,3,4.485,0.2,Standard Class
95.976,3,15.5961,0.2,Standard Class
143.928,9,-32.3838,0.2,Standard Class
3.564,2,-2.97,0.7,Standard Class
4.928,2,1.7248,0.2,Standard Class
4.572,4,-3.81,0.7,Standard Class
934.956,6,-249.3216,0.4,Standard Class
46.864,2,7.6154,0.2,Standard Class
26.16,3,1.962,0.2,Standard Class
23.128,7,2.891,0.2,Standard Class
59.24,5,16.291,0.2,Standard Class
21,3,5.775,0.2,First Class
120,2,-7.2,0.5,First Class
18.528,2,4.4004,0.2,Standard Class
1875.258,7,-968.8833,0.4,Standard Class
26.16,4,12.8184,0,Standard Class
23.08,2,6.924,0,Standard Class
5.56,2,1.4456,0,Standard Class
348.56,8,104.568,0,First Class
11.07,3,5.2029,0,First Class
1504.52,4,346.0396,0,First Class
25.92,4,12.4416,0,First Class
56.784,7,20.5842,0.2,Standard Class
5.607,3,-3.9249,0.7,Standard Class
6.576,3,0.5754,0.2,Standard Class
199.95,5,63.984,0,Second Class
12.96,2,6.2208,0,Second Class
11.673,3,-7.782,0.7,Standard Class
64.848,7,24.318,0.2,Standard Class
1577.94,3,757.4112,0,Standard Class
67.9,5,20.37,0,Standard Class
195.68,4,50.8768,0,Second Class
14.2,4,6.674,0,Second Class
314.352,3,-15.7176,0.2,First Class
4.608,2,1.4976,0.2,First Class
16.256,2,1.2192,0.2,Standard Class
219.184,2,19.1786,0.2,Standard Class
27.192,3,0.3399,0.2,Standard Class
12.06,5,-10.05,0.7,Standard Class
701.96,2,168.4704,0,Second Class
11.68,4,5.256,0,Standard Class
14.94,3,6.8724,0,Standard Class
32.4,5,15.552,0,Standard Class
503.96,4,125.99,0,Standard Class
8.26,2,3.7996,0,Second Class
17.76,2,8.88,0,Second Class
332.94,3,9.9882,0,Second Class
292.1,2,58.42,0,Second Class
206.1,5,55.647,0,Second Class
17.64,4,8.1144,0,Second Class
4.3,2,1.419,0,Standard Class
194.848,4,12.178,0.2,Second Class
242.352,3,15.147,0.2,Standard Class
18,1,3.24,0,Second Class
79.99,1,28.7964,0,Standard Class
206.1,5,55.647,0,Standard Class
